order_id,order_date,ship_mode,customer_id,customer_name,country/region,city,state,postal_code,region,product_id,sales,quantity,discount,profit
CA-2019-136021,2019-08-14,Standard Class,JM-15580,Jill Matthias,United States,Los Angeles,California,90045.0,West,TEC-MA-10000423,105.55199999999999,6,0.2,35.623799999999996
CA-2020-157966,2020-03-13,First Class,SU-20665,Stephanie Ulpright,United States,Chicago,Illinois,60610.0,Central,TEC-MA-10002109,209.986,2,0.3,8.99939999999998
US-2020-147886,2020-03-28,First Class,DH-13075,Dave Hallsten,United States,Fairfield,California,94533.0,West,TEC-MA-10004679,532.72,2,0.2,53.27199999999999
CA-2018-149300,2018-11-22,First Class,BH-11710,Brosina Hoffman,United States,Hialeah,Florida,33012.0,South,TEC-MA-10000423,32.985,3,0.5,-1.9791000000000025
US-2018-159513,2018-04-02,Standard Class,JD-15790,John Dryer,United States,Los Angeles,California,90049.0,West,TEC-MA-10003329,71.976,3,0.2,24.2919
CA-2018-135580,2018-12-30,Standard Class,CL-12565,Clay Ludtke,United States,Los Angeles,California,90049.0,West,TEC-MA-10004002,2548.5600000000004,6,0.2,286.7129999999996
CA-2020-122364,2020-09-24,Standard Class,FA-14230,Frank Atkinson,United States,Los Angeles,California,90008.0,West,TEC-MA-10001031,506.28,3,0.2,177.19799999999998
CA-2020-166695,2020-05-20,Standard Class,CC-12430,Chuck Clark,United States,Lakewood,California,90712.0,West,TEC-MA-10003176,343.20000000000005,1,0.2,38.60999999999996
CA-2017-104402,2017-06-17,Standard Class,DB-13660,Duane Benoit,United States,Newark,Delaware,19711.0,East,TEC-MA-10000423,65.97,3,0.0,31.005899999999997
CA-2020-143112,2020-10-05,Standard Class,TS-21370,Todd Sumrall,United States,New York City,New York,10035.0,East,TEC-MA-10001047,5199.96,4,0.0,1351.9895999999999
CA-2020-110443,2020-11-21,Standard Class,CK-12205,Chloris Kastensmidt,United States,Renton,Washington,98059.0,West,TEC-MA-10002073,1039.992,1,0.2,103.99920000000003
CA-2020-113908,2020-06-03,Standard Class,KN-16390,Katherine Nockton,United States,New York City,New York,10011.0,East,TEC-MA-10003173,78.66,6,0.0,36.18359999999999
CA-2019-160535,2019-11-25,Standard Class,BP-11050,Barry Pond,United States,Plainfield,New Jersey,7060.0,East,TEC-MA-10004255,319.92,8,0.0,118.37040000000002
CA-2019-148852,2019-05-26,Standard Class,SV-20785,Stewart Visinsky,United States,Santa Ana,California,92704.0,West,TEC-MA-10002428,371.97600000000006,3,0.2,116.24249999999996
CA-2017-145541,2017-12-14,Standard Class,TB-21400,Tom Boeckenhauer,United States,New York City,New York,10024.0,East,TEC-MA-10001127,6999.96,4,0.0,2239.9871999999996
CA-2018-109337,2018-11-21,Second Class,DL-13330,Denise Leinenbach,United States,Lawrence,Indiana,46226.0,Central,TEC-MA-10002930,83.9,2,0.0,22.653000000000006
CA-2019-144764,2019-09-02,Standard Class,RL-19615,Rob Lucas,United States,Chicago,Illinois,60623.0,Central,TEC-MA-10003230,1362.8999999999999,3,0.3,-19.47000000000014
CA-2019-109827,2019-12-25,Standard Class,LW-16825,Laurel Workman,United States,Phoenix,Arizona,85023.0,West,TEC-MA-10003356,269.97,2,0.7,-386.957
CA-2020-156237,2020-09-14,First Class,PS-18760,Pamela Stobb,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-MA-10002930,12.585000000000003,1,0.7,-18.038499999999996
CA-2020-156237,2020-09-14,First Class,PS-18760,Pamela Stobb,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-MA-10001681,241.17000000000002,2,0.7,-168.8189999999999
CA-2018-161767,2018-11-20,Standard Class,GK-14620,Grace Kelly,United States,Dallas,Texas,75217.0,Central,TEC-MA-10002790,479.988,2,0.4,55.99859999999995
CA-2020-137414,2020-10-02,Standard Class,CM-12115,Chad McGuire,United States,San Francisco,California,94109.0,West,TEC-MA-10002930,369.16,11,0.2,32.30150000000002
CA-2019-164924,2019-07-10,First Class,EA-14035,Erin Ashbrook,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-MA-10000904,341.99100000000004,3,0.7,-319.1916
CA-2020-159282,2020-10-16,Standard Class,GH-14410,Gary Hansen,United States,Yuma,Arizona,85364.0,West,TEC-MA-10001148,599.9850000000001,5,0.7,-479.98799999999994
CA-2017-158281,2017-09-02,Standard Class,AG-10525,Andy Gerbode,United States,Houston,Texas,77095.0,Central,TEC-MA-10002210,559.71,3,0.4,-121.27049999999997
CA-2020-109183,2020-12-04,Standard Class,LR-16915,Lena Radford,United States,Nashville,Tennessee,37211.0,South,TEC-MA-10001856,649.0,2,0.5,-272.58000000000015
US-2017-131275,2017-03-18,Standard Class,SC-20050,Sample Company A,United States,Burbank,California,91505.0,West,TEC-MA-10001148,1279.968,4,0.2,415.98959999999994
US-2019-114013,2019-03-13,Second Class,SC-20770,Stewart Carmichael,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-MA-10001148,449.1,3,0.7,-643.7099999999998
CA-2017-131947,2017-09-17,Standard Class,JA-15970,Joseph Airdo,United States,Springfield,Oregon,97477.0,West,TEC-MA-10004086,29.925,5,0.7,-21.944999999999993
US-2019-157490,2019-10-06,First Class,LB-16795,Laurel Beltran,United States,Pueblo,Colorado,81001.0,West,TEC-MA-10001695,703.71,6,0.7,-938.28
US-2017-115196,2017-09-09,Standard Class,DL-12925,Daniel Lacy,United States,Greenville,North Carolina,27834.0,South,TEC-MA-10002073,1299.99,2,0.5,-571.9956
CA-2019-108196,2019-11-25,Standard Class,CS-12505,Cindy Stewart,United States,Lancaster,Ohio,43130.0,East,TEC-MA-10000418,4499.985000000001,5,0.7,-6599.978000000001
CA-2020-165323,2020-06-17,Standard Class,SR-20740,Steven Roelle,United States,New York City,New York,10024.0,East,TEC-MA-10003673,3404.5,5,0.0,1668.205
CA-2019-169663,2019-03-10,First Class,RH-19510,Rick Huthwaite,United States,Los Angeles,California,90045.0,West,TEC-MA-10000984,3357.6000000000004,3,0.2,377.72999999999956
CA-2018-149846,2018-05-22,Standard Class,SB-20185,Sarah Brown,United States,Los Angeles,California,90045.0,West,TEC-MA-10004002,2973.32,7,0.2,334.4984999999996
CA-2018-114811,2018-11-08,First Class,KD-16495,Keith Dawkins,United States,New York City,New York,10024.0,East,TEC-MA-10000045,4643.8,4,0.0,2229.024
CA-2018-154284,2018-12-21,Second Class,SZ-20035,Sam Zeldin,United States,Saint Charles,Illinois,60174.0,Central,TEC-MA-10004241,600.53,2,0.3,137.26399999999995
CA-2018-145758,2018-10-30,First Class,BF-11020,Barry Französisch,United States,New York City,New York,10024.0,East,TEC-MA-10004552,1035.8,4,0.0,269.308
CA-2019-158841,2019-02-02,Second Class,SE-20110,Sanjit Engle,United States,Arlington,Virginia,22204.0,South,TEC-MA-10001127,8749.95,5,0.0,2799.9839999999995
CA-2017-121629,2017-11-28,Standard Class,BT-11680,Brian Thompson,United States,Houston,Texas,77041.0,Central,TEC-MA-10004679,998.8499999999999,5,0.4,-199.7700000000001
CA-2019-149916,2019-12-22,Second Class,ED-13885,Emily Ducich,United States,Seattle,Washington,98115.0,West,TEC-MA-10000752,11.56,1,0.2,3.7569999999999992
CA-2020-128076,2020-02-02,Standard Class,BO-11350,Bill Overfelt,United States,San Diego,California,92105.0,West,TEC-MA-10002109,239.98400000000004,2,0.2,38.99739999999997
CA-2019-158260,2019-11-04,Standard Class,CC-12475,Cindy Chapman,United States,San Diego,California,92037.0,West,TEC-MA-10003176,686.4000000000001,2,0.2,77.21999999999991
US-2017-105137,2017-10-10,First Class,RB-19435,Richard Bierner,United States,Columbus,Ohio,43229.0,East,TEC-MA-10002694,101.99400000000001,2,0.7,-71.39579999999998
CA-2020-126928,2020-09-17,Standard Class,GZ-14470,Gary Zandusky,United States,Morristown,New Jersey,7960.0,East,TEC-MA-10004626,480.0,4,0.0,225.6
CA-2019-159023,2019-11-03,First Class,NW-18400,Natalie Webber,United States,Portland,Oregon,97206.0,West,TEC-MA-10003337,179.99100000000004,3,0.7,-251.98739999999992
CA-2020-105620,2020-12-25,First Class,JH-15430,Jennifer Halladay,United States,Hialeah,Florida,33012.0,South,TEC-MA-10004626,120.0,2,0.5,-7.200000000000003
CA-2018-163181,2018-11-07,Standard Class,AB-10105,Adrian Barton,United States,Houston,Texas,77041.0,Central,TEC-MA-10001016,287.90999999999997,3,0.4,33.58949999999999
CA-2019-100300,2019-06-24,Second Class,MJ-17740,Max Jones,United States,San Diego,California,92037.0,West,TEC-MA-10000984,4476.8,4,0.2,503.63999999999965
CA-2017-152618,2017-03-14,First Class,RB-19465,Rick Bensley,United States,Chicago,Illinois,60653.0,Central,TEC-MA-10003626,574.91,2,0.3,156.04699999999997
CA-2019-140977,2019-06-16,Second Class,JL-15175,James Lanier,United States,Chattanooga,Tennessee,37421.0,South,TEC-MA-10003493,91.475,1,0.5,-1.829499999999996
CA-2019-129280,2019-05-03,First Class,SM-20905,Susan MacKendrick,United States,Newark,Ohio,43055.0,East,TEC-MA-10003589,224.93700000000004,3,0.7,-164.9538
CA-2018-143147,2018-05-26,Second Class,PS-18760,Pamela Stobb,United States,San Antonio,Texas,78207.0,Central,TEC-MA-10004679,399.53999999999996,2,0.4,-79.90800000000002
CA-2019-105816,2019-12-11,Standard Class,JM-15265,Janet Molinari,United States,New York City,New York,10024.0,East,OFF-FA-10000304,15.260000000000002,7,0.0,6.256600000000001
CA-2017-115259,2017-08-25,Second Class,RC-19960,Ryan Crowe,United States,Columbus,Ohio,43229.0,East,OFF-FA-10000621,40.096000000000004,14,0.2,14.534799999999997
US-2020-164147,2020-02-02,First Class,DW-13585,Dorothy Wardle,United States,Columbus,Ohio,43229.0,East,OFF-FA-10002780,21.456,9,0.2,6.973199999999998
CA-2019-145583,2019-10-13,Standard Class,LC-16885,Lena Creighton,United States,Roseville,California,95661.0,West,OFF-FA-10002988,4.02,2,0.0,1.9697999999999998
CA-2020-135860,2020-12-01,Standard Class,JH-15985,Joseph Holt,United States,Saginaw,Michigan,48601.0,Central,OFF-FA-10000134,52.29,9,0.0,16.209899999999998
CA-2018-169397,2018-12-24,First Class,JB-15925,Joni Blumstein,United States,Dublin,Ohio,43017.0,East,OFF-FA-10000585,5.5840000000000005,2,0.2,1.8147999999999997
CA-2019-111010,2019-01-22,Standard Class,PG-18895,Paul Gonzalez,United States,Morristown,New Jersey,7960.0,East,OFF-FA-10003472,7.5600000000000005,6,0.0,0.3024
CA-2019-110772,2019-11-20,Second Class,NZ-18565,Nick Zandusky,United States,Columbus,Ohio,43229.0,East,OFF-FA-10002983,19.096,7,0.2,6.683599999999999
CA-2017-111451,2017-12-26,First Class,KL-16555,Kelly Lampkin,United States,Colorado Springs,Colorado,80906.0,West,OFF-FA-10004854,27.552000000000003,3,0.2,9.298799999999996
CA-2017-156601,2017-09-19,Standard Class,FA-14230,Frank Atkinson,United States,Long Beach,California,90805.0,West,OFF-FA-10000624,7.16,2,0.0,3.58
CA-2018-128167,2018-06-22,Second Class,KL-16645,Ken Lonsdale,United States,Layton,Utah,84041.0,West,OFF-FA-10000490,4.96,4,0.0,2.3312
CA-2017-122336,2017-04-13,Second Class,JD-15895,Jonathan Doherty,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10002780,30.991999999999997,13,0.2,10.072399999999996
CA-2018-158792,2018-12-26,Standard Class,BD-11605,Brian Dahlen,United States,Lawrence,Massachusetts,1841.0,East,OFF-FA-10002815,22.200000000000003,5,0.0,10.434000000000001
CA-2020-101945,2020-11-24,Standard Class,GT-14710,Greg Tran,United States,Houston,Texas,77070.0,Central,OFF-FA-10004248,10.824,3,0.2,2.5707
CA-2018-130736,2018-12-07,First Class,JF-15490,Jeremy Farry,United States,Seattle,Washington,98105.0,West,OFF-FA-10003467,3.96,2,0.0,0.0
CA-2020-164826,2020-12-28,Standard Class,JF-15415,Jennifer Ferguson,United States,New York City,New York,10024.0,East,OFF-FA-10000585,13.96,4,0.0,6.4216
CA-2019-103947,2019-04-01,Standard Class,BB-10990,Barry Blumstein,United States,Sierra Vista,Arizona,85635.0,West,OFF-FA-10003112,31.560000000000002,5,0.2,9.862499999999997
CA-2019-143308,2019-11-04,First Class,RC-19825,Roy Collins,United States,Louisville,Kentucky,40214.0,South,OFF-FA-10000621,10.74,3,0.0,5.2626
CA-2020-126956,2020-08-21,Standard Class,GT-14710,Greg Tran,United States,Lakeville,Minnesota,55044.0,Central,OFF-FA-10002280,35.0,7,0.0,16.8
CA-2020-161984,2020-04-10,Standard Class,SJ-20125,Sanjit Jacobs,United States,New Brunswick,New Jersey,8901.0,East,OFF-FA-10000624,7.16,2,0.0,3.58
CA-2019-105585,2019-08-26,First Class,RF-19735,Roland Fjeld,United States,San Jose,California,95123.0,West,OFF-FA-10002983,10.23,3,0.0,4.9104
CA-2019-105284,2019-11-24,Standard Class,MG-17650,Matthew Grinstein,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-FA-10001754,4.416,3,0.2,1.6008
CA-2018-161263,2018-04-16,Standard Class,TS-21160,Theresa Swint,United States,Toledo,Ohio,43615.0,East,OFF-FA-10004838,10.416000000000002,7,0.2,-2.2134
CA-2018-161263,2018-04-16,Standard Class,TS-21160,Theresa Swint,United States,Toledo,Ohio,43615.0,East,OFF-FA-10003059,1.4480000000000002,1,0.2,0.2352999999999999
US-2019-110156,2019-11-19,Standard Class,EH-13945,Eric Hoffmann,United States,Houston,Texas,77041.0,Central,OFF-FA-10003495,58.36800000000001,12,0.2,21.888
CA-2017-146969,2017-09-29,Standard Class,AP-10915,Arthur Prichep,United States,Los Angeles,California,90045.0,West,OFF-FA-10001561,8.72,4,0.0,2.8776
CA-2018-112452,2018-04-04,First Class,NC-18340,Nat Carroll,United States,Lansing,Michigan,48911.0,Central,OFF-FA-10000735,5.84,2,0.0,2.6279999999999997
CA-2019-137050,2019-07-14,Second Class,SW-20755,Steven Ward,United States,New York City,New York,10009.0,East,OFF-FA-10002988,14.069999999999999,7,0.0,6.894299999999999
CA-2017-127012,2017-08-11,Standard Class,GM-14680,Greg Matthias,United States,Seattle,Washington,98105.0,West,OFF-FA-10004854,22.96,2,0.0,10.7912
US-2019-162859,2019-02-15,Standard Class,PG-18820,Patrick Gardner,United States,New York City,New York,10009.0,East,OFF-FA-10000304,8.72,4,0.0,3.5752000000000006
US-2019-108504,2019-02-05,First Class,PP-18955,Paul Prost,United States,Smyrna,Georgia,30080.0,South,OFF-FA-10000053,9.45,5,0.0,0.18900000000000028
US-2019-104794,2019-12-16,First Class,KD-16495,Keith Dawkins,United States,New York City,New York,10009.0,East,OFF-FA-10001754,3.68,2,0.0,1.8032000000000001
CA-2017-119032,2017-11-27,Standard Class,MS-17770,Maxwell Schwartz,United States,New York City,New York,10035.0,East,OFF-FA-10003021,3.76,2,0.0,1.3159999999999998
CA-2018-148432,2018-11-07,Second Class,MC-18130,Mike Caudle,United States,Newark,Delaware,19711.0,East,OFF-FA-10004968,26.18,7,0.0,0.5236000000000014
CA-2020-159884,2020-08-31,Standard Class,JF-15490,Jeremy Farry,United States,Tempe,Arizona,85281.0,West,OFF-FA-10000585,8.376000000000001,3,0.2,2.7222
CA-2017-166884,2017-03-11,Second Class,CK-12205,Chloris Kastensmidt,United States,Columbus,Ohio,43229.0,East,OFF-FA-10001561,10.464000000000002,6,0.2,1.7003999999999992
CA-2018-131338,2018-08-09,First Class,NP-18325,Naresj Patel,United States,New York City,New York,10024.0,East,OFF-FA-10000992,10.649999999999999,3,0.0,5.0055
US-2019-132423,2019-04-15,Standard Class,MY-18295,Muhammed Yedwab,United States,Grapevine,Texas,76051.0,Central,OFF-FA-10002988,8.04,5,0.2,2.9144999999999994
US-2017-134712,2017-11-29,Standard Class,BS-11380,Bill Stewart,United States,Skokie,Illinois,60076.0,Central,OFF-FA-10003112,12.624,2,0.2,3.944999999999999
CA-2018-105221,2018-11-01,First Class,VM-21685,Valerie Mitchum,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10001135,3.168,2,0.2,-0.7127999999999999
US-2020-132444,2020-11-18,First Class,CD-12280,Christina DeMoss,United States,Seattle,Washington,98105.0,West,OFF-FA-10000611,2.96,2,0.0,1.4207999999999998
CA-2019-128531,2019-11-24,Second Class,NS-18505,Neola Schneider,United States,Dallas,Texas,75217.0,Central,OFF-FA-10002676,4.344,3,0.2,0.8687999999999998
CA-2017-139857,2017-02-02,Standard Class,CD-12790,Cynthia Delaney,United States,San Diego,California,92037.0,West,OFF-FA-10001843,12.350000000000001,5,0.0,5.8045
CA-2019-121034,2019-08-08,Second Class,JF-15565,Jill Fjeld,United States,Dallas,Texas,75081.0,Central,OFF-FA-10000585,11.168000000000001,4,0.2,3.6295999999999995
CA-2019-168956,2019-02-16,Standard Class,EA-14035,Erin Ashbrook,United States,Chicago,Illinois,60623.0,Central,OFF-FA-10000304,6.976000000000001,4,0.2,1.8312000000000004
CA-2017-140165,2017-05-13,First Class,EH-14005,Erica Hernandez,United States,Hialeah,Florida,33012.0,South,OFF-FA-10002815,7.104000000000001,2,0.2,2.3976
CA-2017-148950,2017-12-14,Standard Class,JD-16015,Joy Daniels,United States,Chicago,Illinois,60610.0,Central,OFF-FA-10003059,2.8960000000000004,2,0.2,0.4705999999999998
CA-2020-133648,2020-06-25,Standard Class,ML-17755,Max Ludwig,United States,Springfield,Oregon,97477.0,West,OFF-FA-10004395,11.304,3,0.2,-2.1195
CA-2017-106439,2017-10-31,Standard Class,GG-14650,Greg Guthrie,United States,Los Angeles,California,90049.0,West,OFF-FA-10002975,11.34,3,0.0,5.2164
CA-2019-140501,2019-06-23,Standard Class,IM-15070,Irene Maddox,United States,New York City,New York,10009.0,East,OFF-FA-10004076,3.96,2,0.0,1.4651999999999998
CA-2018-164882,2018-10-31,First Class,SG-20080,Sandra Glassco,United States,Redlands,California,92374.0,West,OFF-FA-10000585,17.450000000000003,5,0.0,8.027
CA-2018-122210,2018-11-30,Standard Class,WB-21850,William Brown,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-FA-10000053,10.584,7,0.2,-2.3813999999999993
CA-2019-155481,2019-09-01,Standard Class,DK-13225,Dean Katz,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10002780,16.688,7,0.2,5.4235999999999995
CA-2019-111115,2019-07-25,Second Class,LB-16735,Larry Blacks,United States,Los Angeles,California,90032.0,West,OFF-FA-10000624,21.48,6,0.0,10.74
CA-2020-130771,2020-07-29,Standard Class,LA-16780,Laura Armstrong,United States,Austin,Texas,78745.0,Central,OFF-FA-10003059,2.8960000000000004,2,0.2,0.4705999999999998
CA-2020-103380,2020-11-21,Standard Class,BF-11005,Barry Franz,United States,Pasadena,California,91104.0,West,OFF-FA-10004248,9.02,2,0.0,3.5178000000000003
CA-2018-117611,2018-11-08,Second Class,MZ-17335,Maria Zettner,United States,San Diego,California,92024.0,West,OFF-FA-10002280,5.0,1,0.0,2.4
CA-2019-159940,2019-07-07,Second Class,BF-11020,Barry Französisch,United States,Aurora,Illinois,60505.0,Central,OFF-FA-10000936,2.632,1,0.2,0.8224999999999999
CA-2020-119669,2020-01-24,Standard Class,TP-21130,Theone Pippenger,United States,Smyrna,Georgia,30080.0,South,OFF-FA-10000053,5.67,3,0.0,0.11340000000000017
CA-2019-118052,2019-05-06,Standard Class,BE-11455,Brad Eason,United States,Lorain,Ohio,44052.0,East,OFF-FA-10004248,7.216,2,0.2,1.7138000000000002
CA-2018-145065,2018-12-12,First Class,DK-13375,Dennis Kane,United States,San Diego,California,92105.0,West,OFF-FA-10001229,7.86,2,0.0,3.6155999999999997
CA-2017-162684,2017-08-01,Standard Class,AS-10630,Ann Steele,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-FA-10000992,5.68,2,0.2,1.9169999999999998
US-2020-147669,2020-12-25,Standard Class,SV-20935,Susan Vittorini,United States,Fairfield,Ohio,45014.0,East,OFF-FA-10002975,39.312,13,0.2,12.776399999999999
CA-2017-111500,2017-08-17,Standard Class,DJ-13510,Don Jones,United States,Little Rock,Arkansas,72209.0,South,OFF-FA-10002676,12.67,7,0.0,4.5611999999999995
CA-2017-145317,2017-03-18,Standard Class,SM-20320,Sean Miller,United States,Jacksonville,Florida,32216.0,South,OFF-FA-10003112,18.936,3,0.2,5.917499999999999
CA-2017-121286,2017-11-04,Second Class,ON-18715,Odella Nelson,United States,Cary,North Carolina,27511.0,South,OFF-FA-10000585,8.376000000000001,3,0.2,2.7222
CA-2018-149972,2018-09-21,First Class,CD-12790,Cynthia Delaney,United States,Los Angeles,California,90036.0,West,OFF-FA-10002763,7.9,2,0.0,2.5279999999999996
CA-2018-148635,2018-07-25,Second Class,MH-18025,Michelle Huthwaite,United States,Seattle,Washington,98115.0,West,OFF-FA-10004395,9.42,2,0.0,0.4710000000000001
US-2020-102638,2020-12-29,First Class,MC-17845,Michael Chen,United States,New York City,New York,10035.0,East,OFF-FA-10002988,6.029999999999999,3,0.0,2.9547
CA-2020-166415,2020-02-19,Standard Class,ME-17725,Max Engle,United States,Seattle,Washington,98103.0,West,OFF-FA-10004968,11.22,3,0.0,0.2244000000000006
CA-2019-160129,2019-11-23,First Class,LS-17200,Luke Schmidt,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10002763,15.8,5,0.2,2.3699999999999983
CA-2017-156993,2017-06-28,Standard Class,RW-19630,Rob Williams,United States,Detroit,Michigan,48234.0,Central,OFF-FA-10003495,6.08,1,0.0,3.04
CA-2018-158456,2018-12-24,Standard Class,KT-16465,Kean Takahito,United States,Los Angeles,California,90032.0,West,OFF-FA-10004854,45.92,4,0.0,21.5824
CA-2018-123568,2018-11-08,Standard Class,SC-20095,Sanjit Chand,United States,West Jordan,Utah,84084.0,West,OFF-FA-10002701,5.04,3,0.0,0.20159999999999978
CA-2018-114468,2018-08-23,First Class,TD-20995,Tamara Dahlen,United States,Bolingbrook,Illinois,60440.0,Central,OFF-FA-10003021,12.032,8,0.2,2.2559999999999993
CA-2019-169026,2019-08-08,Standard Class,CM-12655,Corinna Mitchell,United States,Jackson,Mississippi,39212.0,South,OFF-FA-10001883,23.34,3,0.0,0.2333999999999996
CA-2017-108189,2017-10-02,First Class,ES-14080,Erin Smith,United States,Tempe,Arizona,85281.0,West,OFF-FA-10000735,4.672,2,0.2,1.4599999999999997
CA-2019-157868,2019-12-23,Standard Class,MC-17590,Matt Collister,United States,Grand Rapids,Michigan,49505.0,Central,OFF-FA-10000992,24.849999999999998,7,0.0,11.679499999999999
CA-2017-115980,2017-07-15,Standard Class,VW-21775,Victoria Wilson,United States,Sioux Falls,South Dakota,57103.0,Central,OFF-FA-10000304,6.540000000000001,3,0.0,2.6814000000000004
CA-2020-116358,2020-11-02,Standard Class,KM-16225,Kalyca Meade,United States,Overland Park,Kansas,66212.0,Central,OFF-FA-10003495,18.240000000000002,3,0.0,9.120000000000001
CA-2019-145982,2019-08-27,Second Class,TB-21055,Ted Butterfield,United States,Quincy,Massachusetts,2169.0,East,OFF-FA-10000735,11.68,4,0.0,5.255999999999999
CA-2020-148404,2020-10-07,Standard Class,Dp-13240,Dean percer,United States,Charlotte,North Carolina,28205.0,South,OFF-FA-10003112,18.936,3,0.2,5.917499999999999
CA-2019-116540,2019-09-02,First Class,SS-20590,Sonia Sunley,United States,Madison,Wisconsin,53711.0,Central,OFF-FA-10002676,1.81,1,0.0,0.6516
CA-2017-168592,2017-09-08,Standard Class,DP-13390,Dennis Pardue,United States,San Francisco,California,94110.0,West,OFF-FA-10002988,4.02,2,0.0,1.9697999999999998
CA-2017-110849,2017-04-18,Standard Class,JL-15835,John Lee,United States,Los Angeles,California,90049.0,West,OFF-FA-10000134,11.62,2,0.0,3.6022
CA-2019-130029,2019-07-03,First Class,GT-14755,Guy Thornton,United States,Los Angeles,California,90049.0,West,OFF-FA-10001135,3.96,2,0.0,0.07920000000000016
CA-2018-168459,2018-11-22,Standard Class,MC-17275,Marc Crier,United States,Memphis,Tennessee,38109.0,South,OFF-FA-10004854,55.104000000000006,6,0.2,18.597599999999993
CA-2018-132626,2018-07-09,Standard Class,BT-11680,Brian Thompson,United States,Clinton,Maryland,20735.0,East,OFF-FA-10002763,15.8,4,0.0,5.055999999999999
CA-2020-144568,2020-05-29,Standard Class,JO-15550,Jesus Ocampo,United States,Omaha,Nebraska,68104.0,Central,OFF-FA-10004395,23.55,5,0.0,1.1775000000000002
CA-2017-113047,2017-10-24,First Class,AP-10915,Arthur Prichep,United States,Rock Hill,South Carolina,29730.0,South,OFF-FA-10002763,11.850000000000001,3,0.0,3.7919999999999994
CA-2017-153913,2017-12-16,Second Class,KB-16585,Ken Black,United States,Hialeah,Florida,33012.0,South,OFF-FA-10000490,1.984,2,0.2,0.6696
US-2017-102715,2017-04-11,Second Class,JK-15370,Jay Kimmel,United States,Miami,Florida,33180.0,South,OFF-FA-10001332,6.911999999999999,3,0.2,2.3327999999999998
US-2019-133508,2019-04-17,Standard Class,SW-20350,Sean Wendt,United States,Omaha,Nebraska,68104.0,Central,OFF-FA-10000134,29.049999999999997,5,0.0,9.0055
CA-2017-100363,2017-04-08,Standard Class,JM-15655,Jim Mitchum,United States,Glendale,Arizona,85301.0,West,OFF-FA-10000611,2.368,2,0.2,0.8287999999999999
CA-2020-134285,2020-12-07,Standard Class,DS-13180,David Smith,United States,San Antonio,Texas,78207.0,Central,OFF-FA-10000611,3.5519999999999996,3,0.2,1.2431999999999999
CA-2020-102267,2020-11-30,Standard Class,SC-20800,Stuart Calhoun,United States,Edinburg,Texas,78539.0,Central,OFF-FA-10000611,2.368,2,0.2,0.8287999999999999
CA-2020-101308,2020-10-02,Standard Class,FG-14260,Frank Gastineau,United States,Seattle,Washington,98105.0,West,OFF-FA-10002780,8.94,3,0.0,4.112399999999999
CA-2017-102673,2017-11-01,Standard Class,KH-16630,Ken Heidel,United States,Charlotte,North Carolina,28205.0,South,OFF-FA-10003021,7.52,5,0.2,1.4099999999999997
CA-2018-100685,2018-12-19,Second Class,SM-20950,Suzanne McNair,United States,Omaha,Nebraska,68104.0,Central,OFF-FA-10003472,5.04,4,0.0,0.2016
CA-2017-128839,2017-09-08,Standard Class,TT-21070,Ted Trevino,United States,Chesapeake,Virginia,23320.0,South,OFF-FA-10002280,45.0,9,0.0,21.599999999999998
CA-2020-110926,2020-11-19,Standard Class,DD-13570,Dorothy Dickinson,United States,Alexandria,Virginia,22304.0,South,OFF-FA-10000624,25.060000000000002,7,0.0,12.530000000000001
CA-2020-120327,2020-11-11,Standard Class,WB-21850,William Brown,United States,Urbandale,Iowa,50322.0,Central,OFF-FA-10004854,45.92,4,0.0,21.5824
CA-2020-111332,2020-05-20,Second Class,NC-18340,Nat Carroll,United States,Fargo,North Dakota,58103.0,Central,OFF-FA-10001843,7.41,3,0.0,3.4827000000000004
CA-2020-117044,2020-09-11,Second Class,HA-14920,Helen Andreada,United States,Chicago,Illinois,60623.0,Central,OFF-FA-10000936,10.528,4,0.2,3.2899999999999996
CA-2017-153983,2017-11-29,Standard Class,AH-10210,Alan Hwang,United States,San Francisco,California,94122.0,West,OFF-FA-10003495,30.4,5,0.0,15.2
CA-2019-168893,2019-11-03,Second Class,AP-10915,Arthur Prichep,United States,Henderson,Kentucky,42420.0,South,OFF-FA-10002280,20.0,4,0.0,9.6
CA-2019-109365,2019-11-03,Standard Class,XP-21865,Xylona Preis,United States,Los Angeles,California,90049.0,West,OFF-FA-10001561,15.260000000000002,7,0.0,5.0358
CA-2017-116757,2017-06-30,Standard Class,MS-17980,Michael Stewart,United States,Houston,Texas,77095.0,Central,OFF-FA-10002815,21.312000000000005,6,0.2,7.1928
CA-2020-105445,2020-02-20,Second Class,BP-11095,Bart Pistole,United States,Louisville,Colorado,80027.0,West,OFF-FA-10001229,9.432,3,0.2,3.065399999999999
